Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",991,"Joint Technical Working Group Meeting on Territory",2006-02-06,"Multiparty signed/agreed",4,4910,Intra,Pre,Proc,"Nasser Pangandaman, GRP; 
Abdulla Camlian, MILF",,"1976 Tripoli Agreement; Final Agreement on the Implementation of the 1976 Tripoli Agreement between the Government of the Republic of the Philippines (GRP) and the Moro National Liberation Front (MNLF) (02/09/1996)",PHL,,840,,308,1527,,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",663,"Consensus Points on the Strand on Governance of the Ancestral Domain Aspect at TWG level",2005-09-16,"Multiparty signed/agreed",2,3391,Intra,SubPar,MultIss,"Prof. Rudy B. Rodil, GRP-TWG Chairman; 
Atty. Musib Buat, MILF-TWG Chairm",,,PHL,,840,,308,,,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",975,"Joint Statement -8th GRP-MILF Exploratory Talks (June 21 2005)",2005-06-21,"Multiparty signed/agreed",1,1602,Intra,Pre,Proc,"Sec. Silvestre C. Afable, Jr., GRP Peace Panel Chairman; 
Mohagher M. Iqbal, MILF Peace Panel Chairman",,"Interim Guidelines of the Ad Hoc Joint Group",PHL,,840,,308,,,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",662,"Consensus Points on the Strands on Concept, Territory Resources, and Governance at TWG level",2005-04-20,"Multiparty signed/agreed",2,3154,Intra,SubPar,MultIss,"Prof. Rudy Rodil, GRP-TWG Chair; 
Atty. Musib Buat, MILF-TWG Chair",,,PHL,,840,,308,1526,,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",396,"GRP-MILF Joint Communique",2001-08-07,"Multiparty signed/agreed",1,2375,Intra,Pre,Proc,"Atty. Jesus G. Dureza, GRP Peace Panel Chairman; 
Al Hajj Murad Ebrahim, MILF Peace Panel Chairman",,"Agreement for Peace (Tripoli Agreement June 22, 2001)",PHL,,840,,308,,,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",269,"Agreement of Peace between the Government of the Republic of the Republic of Philippines and the Moro Islamic Liberation Front ",2001-06-22,"Multiparty signed/agreed",4,6683,Intra,SubPar,MultIss,"Jesus G. Dureza, GRP Peace Panel Chairman; 
Al Haj Murad Ebrahim, MILF Peace Panel Chairman","Witnessed by: Saif Al Islam Gaddafi, Chairman of Gaddafi International Foundation for Charitable Associations","General Cessation of Hostilities; General Framework of the Agreement of Intent; Tripoli Agreement (1976); Jakarta Accord (1996); Agreement on the General Framework for the Resumption of Peace talks between the Government of the Republic of the Philippines and the Moro Islamic Liberation Front; ",PHL,,840,,308,1332,,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",282,"Agreement on the General Framework for the Resumption of Peace Talks between the Government of the Republic of the Philippines and the Moro Islamic Liberation Front",2001-03-24,"Multiparty signed/agreed",3,3272,Intra,Pre,Proc,"For the GRP: Eduardo R. Ermita, Presidential Adviser on the Peace Process for the Government of the Republic of the Philippines; For the MILF: Al Haj Murad Ebrahim, MILF Panel Chairman",,"Agreement on General Cessation of Hostilities; General Framework of Agreement of Intent between the Parties",PHL,,840,,308,,,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",963,"Joint Communique",2000-03-02,"Multiparty signed/agreed",2,3192,Intra,Pre,Proc,"Lt. Gen. Edgardo E. Batenga, AFP (Ret.), GRP Peace Panel Chairman; 
Bro. Mohagher Iqbal, MILF Peace Panel Acting Chairman","Witnessed by: Edir. Alma R. Evangelista, GRP Technical Committee Chairperson; Sheikh Moner Bajunaid, MILF Technical Committee Chairman","Agreement to hold the ceremony of the Formal Peace Talks; Agreement to Cease Hostilities along the Highway of Cotabato City to Isulan, Sultan Kudarat",PHL,,840,,308,,,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",961,"Joint Press Statement",2000-02-15,"Multiparty signed/agreed",1,2144,Intra,Pre,Proc,"Adg. Lenonida F. Brosas, GRP Technical Committee Acting Chairperson; 
Sheikh Moner M. Bajunaid, MILF Technical Committee Chairperson",,,PHL,,840,,308,,,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",244,"Agreement for General Cessation of Hostilities",1997-07-18,"Multiparty signed/agreed",2,2493,Intra,Cea,Rel,"Amb. Fortunato Il Abat, GRP Panel Chairman; 
Ghazail Jafar, MILF Political Affairs Central Committee Vice Chair, MILF Panel Chairman
","Attested: Ruben D. Torres, Executive Secretary;
Sec. Renato S. De Villa, Dept. of National Defense

Witnesses for GRP: 
Maj. Gen. Joselin B. Nazareno, GRP Sub-Committee on Cessation of Hostilities Chairman
Lt. Gen. Edgardo E. Batenga (Ret.), GRP Technical Committee Member 
ASec. Jovenal F. Lazaga, GRP Technical Committee on Agenda Setting Chairman 
Atty. Grace M. Tan, Office of the President Director 
Atty. Alberto A. Bernardo, NPUDC Executive Director; 

Witnesses for the MILF:
Mohagher Iqbal, MILF Central Committee Member
Sammy Al Mansour, MILF-BIAF Deputy Chief of Staff
Omar Habas, MILF Central Committee Member
Abdulmanaf Mantawil, MILF Secretariat, Technical Committee Chairman
Atty. Omar B. Umpar, MILF Legal Counselor",,PHL,,840,,308,,,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",944,"Joint Press Release",1997-01-07,"Multiparty signed/agreed",2,1819,Intra,Pre,Proc,"Asec. Jovenal Lazaga, GRP Committee on Agenda Setting Chair
Mgen. Joselin Nazareno, GRP Committee on Cessation of Hostilities Chair
Prof. Moner Bajunaid, MILF Committee on Agenda Setting Chair 
Atty. Lanang Ali, MILF Committee on Cessation of Hostilities Chair",,,PHL,,840,,308,,,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/Mindanao,Government/territory,90,"Philippines - Mindanao process","Asia and Pacific",479,"Final agreement on the implementation of the 1976 Tripoli Agreement between the Government of the Republic of the Philippines (GRP) and the Moro National Liberation Front (MNLF)",1996-09-02,"Multiparty signed/agreed",35,63606,Intra,Imp,ImpMod,"H.E. Ambassador Manuel T. Yan, GRP Panel Chairman; 
H.E. Professor Nur Misuari, MNLF Panel Chairman","Participatory signatures: H.E. Mr.Ali Alatas, Minister for Foreign Affairs of the Republic of Indonesia/Chairman of the OIC Ministerial Committee of the Six; 
H.E. Dr. Hamid Al-Gabid, Secretary-General of the OIC ","Tripoli Agreement (23/12/1976); Statement of Understanding (3/11/1992); Statement of Understanding (14/04/1993); Memorandum of Agreement (7/11/1993);  Interim Agreement (1/12/1995); Interim Agreement (29/08/1996).",PHL,,840,,308,1064,31,786,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,1,1,1,0,3,2,1,0,0,0,1,0,2,3,1,1,1,1,1,1,0,0,1,3,0,1,1,0,3,1,1,0,3,1,1,1,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,3,3,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Solomon Islands",Inter-group,82,"Solomon Islands peace process","Asia and Pacific",399,"Honiara Peace Accord",1999-06-28,"Multiparty signed/agreed",4,9269,Intra,SubPar,MultIss,"Honourable Bartholomew Ulufa'alu, MP
PRIME MINISTER

Major General Sitiveni L. Rabuka
COMMONWEALTH SPECIAL ENVOY

Right Honourable Ezekiel Alebua
PREMIER GUADALCANAL PROVINCE

Honourable David Oeta
PREMIER OF MALAITA PROVINCE","WITNESSED BY:
Solomon Sunaone Mamaloni, MP
LEADER OF THE OPPOSITION

Honourable Tommy Chan, MP
LEADER OF THE INDEPENDENT GROUP

Honourable Mark Kemakeza
PREMIER, CENTRAL ISLANDS PROVINCE

Honourable Joini Tutua
DEPUTY PREMIER, CHOISEUL PROVINCE",,SLB,,940,,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,1,1
